"","P_CODE","REEF","SITE_NO","TRANSECT_NO","LATITUDE","LONGITUDE","REPORT_YEAR","DATE","fYEAR","fDEPTH","REEF_ZONE","fGROUP","GROUP_DESC","COUNT","TOTAL","PERC_COVER","ZONE_DEPTH","tier4","tier5"
"636","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",142,2600,0.0546153846153846,"_.9",1830,14264
"637","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",353,5200,0.0678846153846154,"_.9",1830,14264
"638","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",253,2550,0.0992156862745098,"_.9",1830,14264
"639","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",333,2600,0.128076923076923,"_.9",1830,14264
"640","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",909,2650,0.343018867924528,"_.9",1830,14264
"641","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",895,2550,0.350980392156863,"_.9",1830,14264
"642","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",1588,2300,0.690434782608696,"_.9",1830,14264
"643","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",4778,6550,0.729465648854962,"_.9",1830,14264
"644","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",1671,2755,0.606533575317604,"_.9",1830,14264
"645","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2020,NA,"2020","7","_","HARD CORAL","HARD CORAL",2121,2650,0.800377358490566,"_.7",1830,14264
"646","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",2167,3350,0.646865671641791,"_.9",1830,14264
"647","1","Broomfield Reef Site 2","1162","2",-23.25245,151.94545,2021,NA,"2021","7","_","HARD CORAL","HARD CORAL",518,860,0.602325581395349,"_.7",1830,14264
"648","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",681,2400,0.28375,"_.9",1830,14264
"649","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2007,NA,"2007","9","_","HARD CORAL","HARD CORAL",842,2500,0.3368,"_.9",1830,14264
"650","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",211,2350,0.0897872340425532,"_.9",1830,14264
"651","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",182,5250,0.0346666666666667,"_.9",1830,14264
"652","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",140,2550,0.0549019607843137,"_.9",1830,14264
"653","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",267,2500,0.1068,"_.9",1830,14264
"654","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",606,2700,0.224444444444444,"_.9",1830,14264
"655","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",869,2450,0.35469387755102,"_.9",1830,14264
"656","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",1321,2500,0.5284,"_.9",1830,14264
"657","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",5801,8250,0.703151515151515,"_.9",1830,14264
"658","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",2245,2950,0.761016949152542,"_.9",1830,14264
"659","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2020,NA,"2020","7","_","HARD CORAL","HARD CORAL",1952,2570,0.759533073929961,"_.7",1830,14264
"660","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",1774,3140,0.564968152866242,"_.9",1830,14264
"661","1","Broomfield Reef Site 2","1162","3",-23.25245,151.94545,2021,NA,"2021","7","_","HARD CORAL","HARD CORAL",509,780,0.652564102564103,"_.7",1830,14264
"662","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",644,2500,0.2576,"_.9",1830,14264
"663","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2007,NA,"2007","9","_","HARD CORAL","HARD CORAL",744,2700,0.275555555555556,"_.9",1830,14264
"664","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",95,2600,0.0365384615384615,"_.9",1830,14264
"665","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",246,5350,0.045981308411215,"_.9",1830,14264
"666","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",213,2600,0.0819230769230769,"_.9",1830,14264
"667","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",369,2600,0.141923076923077,"_.9",1830,14264
"668","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",616,2600,0.236923076923077,"_.9",1830,14264
"669","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",905,2650,0.341509433962264,"_.9",1830,14264
"670","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",1432,2500,0.5728,"_.9",1830,14264
"671","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",4780,6800,0.702941176470588,"_.9",1830,14264
"672","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",2802,3500,0.800571428571429,"_.9",1830,14264
"673","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2020,NA,"2020","7","_","HARD CORAL","HARD CORAL",1574,2100,0.749523809523809,"_.7",1830,14264
"674","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",1811,3300,0.548787878787879,"_.9",1830,14264
"675","1","Broomfield Reef Site 2","1162","4",-23.25245,151.94545,2021,NA,"2021","7","_","HARD CORAL","HARD CORAL",650,985,0.65989847715736,"_.7",1830,14264
"676","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",708,2700,0.262222222222222,"_.9",1830,14264
"677","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2007,NA,"2007","9","_","HARD CORAL","HARD CORAL",665,2600,0.255769230769231,"_.9",1830,14264
"678","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",188,2750,0.0683636363636364,"_.9",1830,14264
"679","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",367,5350,0.0685981308411215,"_.9",1830,14264
"680","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",186,2550,0.0729411764705882,"_.9",1830,14264
"681","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",371,2600,0.142692307692308,"_.9",1830,14264
"682","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",994,2600,0.382307692307692,"_.9",1830,14264
"683","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",978,2550,0.383529411764706,"_.9",1830,14264
"684","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",1449,2350,0.616595744680851,"_.9",1830,14264
"685","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",4096,5450,0.751559633027523,"_.9",1830,14264
"686","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",2637,3700,0.712702702702703,"_.9",1830,14264
"687","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2020,NA,"2020","7","_","HARD CORAL","HARD CORAL",1602,2080,0.770192307692308,"_.7",1830,14264
"688","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",1892,3198,0.59161976235147,"_.9",1830,14264
"689","1","Broomfield Reef Site 2","1162","5",-23.25245,151.94545,2021,NA,"2021","7","_","HARD CORAL","HARD CORAL",445,770,0.577922077922078,"_.7",1830,14264
"690","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",852,2450,0.347755102040816,"_.9",1830,14263
"691","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2007,NA,"2007","9","_","HARD CORAL","HARD CORAL",716,2500,0.2864,"_.9",1830,14263
"692","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",365,2800,0.130357142857143,"_.9",1830,14263
"693","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",897,5050,0.177623762376238,"_.9",1830,14263
"694","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",555,2800,0.198214285714286,"_.9",1830,14263
"695","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",415,2500,0.166,"_.9",1830,14263
"696","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",558,2500,0.2232,"_.9",1830,14263
"697","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",621,2850,0.217894736842105,"_.9",1830,14263
"698","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",786,3000,0.262,"_.9",1830,14263
"699","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",1559,5300,0.294150943396226,"_.9",1830,14263
"700","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",709,2550,0.278039215686274,"_.9",1830,14263
"701","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2020,NA,"2020","6","_","HARD CORAL","HARD CORAL",513,1960,0.261734693877551,"_.6",1830,14263
"702","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",1430,3600,0.397222222222222,"_.9",1830,14263
"703","1","Broomfield Reef Site 3","1671","1",-23.2573833333333,151.947133333333,2021,NA,"2021","6","_","HARD CORAL","HARD CORAL",128,360,0.355555555555556,"_.6",1830,14263
"704","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",1199,2650,0.452452830188679,"_.9",1830,14263
"705","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2007,NA,"2007","9","_","HARD CORAL","HARD CORAL",1209,2650,0.45622641509434,"_.9",1830,14263
"706","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",719,2800,0.256785714285714,"_.9",1830,14263
"707","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",882,5100,0.172941176470588,"_.9",1830,14263
"708","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",609,2950,0.206440677966102,"_.9",1830,14263
"709","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",573,2550,0.224705882352941,"_.9",1830,14263
"710","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",716,2600,0.275384615384615,"_.9",1830,14263
"711","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",971,3050,0.318360655737705,"_.9",1830,14263
"712","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",1050,2700,0.388888888888889,"_.9",1830,14263
"713","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",2323,5250,0.44247619047619,"_.9",1830,14263
"714","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",821,1955,0.419948849104859,"_.9",1830,14263
"715","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2020,NA,"2020","6","_","HARD CORAL","HARD CORAL",128,315,0.406349206349206,"_.6",1830,14263
"716","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",1415,3700,0.382432432432432,"_.9",1830,14263
"717","1","Broomfield Reef Site 3","1671","2",-23.2573833333333,151.947133333333,2021,NA,"2021","6","_","HARD CORAL","HARD CORAL",452,910,0.496703296703297,"_.6",1830,14263
"718","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",470,2150,0.218604651162791,"_.9",1830,14263
"719","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2007,NA,"2007","9","_","HARD CORAL","HARD CORAL",690,2300,0.3,"_.9",1830,14263
"720","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",488,2700,0.180740740740741,"_.9",1830,14263
"721","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",1268,5100,0.248627450980392,"_.9",1830,14263
"722","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",693,2500,0.2772,"_.9",1830,14263
"723","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",912,2550,0.357647058823529,"_.9",1830,14263
"724","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",943,2650,0.355849056603774,"_.9",1830,14263
"725","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",1144,3150,0.363174603174603,"_.9",1830,14263
"726","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",1435,3150,0.455555555555556,"_.9",1830,14263
"727","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",2576,5200,0.495384615384615,"_.9",1830,14263
"728","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",941,2350,0.400425531914894,"_.9",1830,14263
"729","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2020,NA,"2020","6","_","HARD CORAL","HARD CORAL",174,340,0.511764705882353,"_.6",1830,14263
"730","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",1874,3948,0.47467071935157,"_.9",1830,14263
"731","1","Broomfield Reef Site 3","1671","3",-23.2573833333333,151.947133333333,2021,NA,"2021","6","_","HARD CORAL","HARD CORAL",248,540,0.459259259259259,"_.6",1830,14263
"732","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",1413,2450,0.576734693877551,"_.9",1830,14263
"733","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2007,NA,"2007","9","_","HARD CORAL","HARD CORAL",1595,2350,0.678723404255319,"_.9",1830,14263
"734","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",1087,2850,0.38140350877193,"_.9",1830,14263
"735","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",1943,5100,0.380980392156863,"_.9",1830,14263
"736","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",1246,2850,0.43719298245614,"_.9",1830,14263
"737","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",1022,2500,0.4088,"_.9",1830,14263
"738","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",1430,2600,0.55,"_.9",1830,14263
"739","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",1852,3300,0.561212121212121,"_.9",1830,14263
"740","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",1782,2950,0.60406779661017,"_.9",1830,14263
"741","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",3808,6000,0.634666666666667,"_.9",1830,14263
"742","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",2350,3800,0.618421052631579,"_.9",1830,14263
"743","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2020,NA,"2020","6","_","HARD CORAL","HARD CORAL",206,255,0.807843137254902,"_.6",1830,14263
"744","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",2250,3598,0.625347415230684,"_.9",1830,14263
"745","1","Broomfield Reef Site 3","1671","4",-23.2573833333333,151.947133333333,2021,NA,"2021","6","_","HARD CORAL","HARD CORAL",352,510,0.690196078431373,"_.6",1830,14263
"746","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",891,2450,0.363673469387755,"_.9",1830,14263
"747","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2007,NA,"2007","9","_","HARD CORAL","HARD CORAL",1000,2250,0.444444444444444,"_.9",1830,14263
"748","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",783,2900,0.27,"_.9",1830,14263
"749","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",1561,5150,0.303106796116505,"_.9",1830,14263
"750","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2011,NA,"2011","9","_","HARD CORAL","HARD CORAL",680,2450,0.277551020408163,"_.9",1830,14263
"751","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",1376,2850,0.48280701754386,"_.9",1830,14263
"752","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2013,NA,"2013","9","_","HARD CORAL","HARD CORAL",871,2450,0.355510204081633,"_.9",1830,14263
"753","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",1129,2900,0.389310344827586,"_.9",1830,14263
"754","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2015,NA,"2015","9","_","HARD CORAL","HARD CORAL",1377,2700,0.51,"_.9",1830,14263
"755","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2017,NA,"2017","9","_","HARD CORAL","HARD CORAL",3069,5650,0.543185840707965,"_.9",1830,14263
"756","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",1662,3800,0.437368421052632,"_.9",1830,14263
"757","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2020,NA,"2020","6","_","HARD CORAL","HARD CORAL",130,275,0.472727272727273,"_.6",1830,14263
"758","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2020,NA,"2020","9","_","HARD CORAL","HARD CORAL",1957,3350,0.584179104477612,"_.9",1830,14263
"759","1","Broomfield Reef Site 3","1671","5",-23.2573833333333,151.947133333333,2021,NA,"2021","6","_","HARD CORAL","HARD CORAL",177,295,0.6,"_.6",1830,14263
"760","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",561,1900,0.295263157894737,"_.9",1837,4635
"761","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",620,2650,0.233962264150943,"_.9",1837,4635
"762","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",916,2550,0.35921568627451,"_.9",1837,4635
"763","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",973,2800,0.3475,"_.9",1837,4635
"764","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",671,2550,0.263137254901961,"_.9",1837,4635
"765","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2016,NA,"2016","9","_","HARD CORAL","HARD CORAL",234,2650,0.0883018867924528,"_.9",1837,4635
"766","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",269,2820,0.0953900709219858,"_.9",1837,4635
"767","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2020,NA,"2020","8","_","HARD CORAL","HARD CORAL",428,2145,0.1995337995338,"_.8",1837,4635
"768","1","Carter Reef Site 1","783","1",-14.523517,145.581983,2021,NA,"2021","8","_","HARD CORAL","HARD CORAL",287,1145,0.250655021834061,"_.8",1837,4635
"769","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",76,150,0.506666666666667,"_.9",1837,4635
"770","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",760,2800,0.271428571428571,"_.9",1837,4635
"771","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",968,2650,0.365283018867925,"_.9",1837,4635
"772","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",573,2550,0.224705882352941,"_.9",1837,4635
"773","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",694,2550,0.272156862745098,"_.9",1837,4635
"774","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2016,NA,"2016","9","_","HARD CORAL","HARD CORAL",282,2650,0.106415094339623,"_.9",1837,4635
"775","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",353,3050,0.115737704918033,"_.9",1837,4635
"776","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2020,NA,"2020","8","_","HARD CORAL","HARD CORAL",373,1475,0.252881355932203,"_.8",1837,4635
"777","1","Carter Reef Site 1","783","2",-14.523517,145.581983,2021,NA,"2021","8","_","HARD CORAL","HARD CORAL",183,510,0.358823529411765,"_.8",1837,4635
"778","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",35,50,0.7,"_.9",1837,4635
"779","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",990,2500,0.396,"_.9",1837,4635
"780","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",1284,2500,0.5136,"_.9",1837,4635
"781","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",783,2800,0.279642857142857,"_.9",1837,4635
"782","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2014,NA,"2014","9","_","HARD CORAL","HARD CORAL",49,300,0.163333333333333,"_.9",1837,4635
"783","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2016,NA,"2016","9","_","HARD CORAL","HARD CORAL",231,2750,0.084,"_.9",1837,4635
"784","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2018,NA,"2018","9","_","HARD CORAL","HARD CORAL",324,3165,0.102369668246445,"_.9",1837,4635
"785","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2020,NA,"2020","8","_","HARD CORAL","HARD CORAL",673,2830,0.237809187279152,"_.8",1837,4635
"786","1","Carter Reef Site 1","783","3",-14.523517,145.581983,2021,NA,"2021","8","_","HARD CORAL","HARD CORAL",125,595,0.210084033613445,"_.8",1837,4635
"787","1","Carter Reef Site 1","783","4",-14.523517,145.581983,2006,NA,"2006","9","_","HARD CORAL","HARD CORAL",15,200,0.075,"_.9",1837,4635
"788","1","Carter Reef Site 1","783","4",-14.523517,145.581983,2008,NA,"2008","9","_","HARD CORAL","HARD CORAL",542,2700,0.200740740740741,"_.9",1837,4635
"789","1","Carter Reef Site 1","783","4",-14.523517,145.581983,2010,NA,"2010","9","_","HARD CORAL","HARD CORAL",865,2550,0.33921568627451,"_.9",1837,4635
"790","1","Carter Reef Site 1","783","4",-14.523517,145.581983,2012,NA,"2012","9","_","HARD CORAL","HARD CORAL",998,3150,0.316825396825397,"_.9",1837,4635
